Sim,NH,Tropics,SH
Prior,57.02917275918784,107.34860722301494,6.808840624406453
NEE,50.42298113145094,108.67555985118805,6.39664691151059
NDVI,56.9331245941882,107.12651239326284,6.787047620028635
SIF,37.79333202641186,98.57506041635779,4.681370246504202
Jung,36.701839854468325,83.97796700355428,3.595854638684666
