Sim,NH,Tropics,SH
Prior,52.46713894590854,94.07086556214453,5.65494077539203 
Stepwise,41.28885765486296,91.83532976811081,5.009071100230725
Simul,50.10386246879773,92.92731253577269,5.512909732558354
